Order No,Order Date,Line No,Ship To Address No,Item Code,Order Qty,Quantity Shipped
533475,1/20/2019,2,1510339,1040776,1,1
533476,1/20/2019,1,1912593,10098739,5,5
533476,1/20/2019,2,1912593,1038323,1,1
533476,1/20/2019,3,1912593,1040827,1,1
533476,1/20/2019,4,1912593,1039822,1,1
533477,1/20/2019,1,2168603,1038324,1,1
533478,1/20/2019,1,2255438,1038323,1,1
533479,1/20/2019,1,1889872,1039822,1,1
533480,1/20/2019,1,2075234,1041108,1,1
533480,1/20/2019,2,2075234,1038324,1,1
533481,1/20/2019,1,1967598,10106230,1,1
533481,1/20/2019,2,1967598,1041106,1,1
533482,1/20/2019,1,1529448,1040774,1,1
533483,1/20/2019,1,43824723,1040765,1,1
533484,1/20/2019,1,43824731,1041105,1,1
533485,1/20/2019,1,1540637,1041106,2,2
533485,1/20/2019,2,1540637,1040774,1,1
533486,1/20/2019,1,43823773,1041106,1,1
533487,1/20/2019,1,2269903,1040765,1,1
533488,1/20/2019,1,1254717,1040776,1,1
533489,1/20/2019,1,1930074,1040776,1,1
533489,1/20/2019,2,1930074,1041106,2,2
533490,1/20/2019,1,1543903,1040774,1,1
533491,1/20/2019,1,1912593,1040774,1,1
533492,1/20/2019,1,2269692,1041106,1,1
533493,1/20/2019,1,1912760,1040774,1,1
533494,1/20/2019,1,43824315,1040774,1,1
533494,1/20/2019,2,43824315,10106230,1,1
533495,1/20/2019,1,43823581,1040765,1,1
533495,1/20/2019,2,43823581,1040774,1,1
533495,1/20/2019,3,43823581,1041106,2,2
533496,1/20/2019,1,43824749,1040765,1,1
533496,1/20/2019,2,43824749,1041105,1,1
533497,1/20/2019,1,2258569,1040765,1,1
533498,1/20/2019,1,43824753,1039308,1,1
533499,1/20/2019,1,2269872,1040774,1,1
533500,1/20/2019,1,2100570,1040774,1,1
533501,1/20/2019,1,1667668,1040765,1,1
533501,1/20/2019,2,1667668,1041106,1,1
533502,1/20/2019,1,2229605,1040765,1,1
533502,1/20/2019,2,2229605,1041105,1,1
533503,1/20/2019,1,43823579,10106230,1,1
533503,1/20/2019,2,43823579,1041106,1,1
533504,1/20/2019,1,2247914,1041105,1,1
533505,1/20/2019,1,43823858,10135132,1,1
533505,1/20/2019,2,43823858,1040774,2,2
533505,1/20/2019,3,43823858,1041106,1,1
533505,1/20/2019,4,43823858,1041105,1,1
533506,1/20/2019,1,1889873,1041106,1,1
533507,1/20/2019,1,43824747,1040774,1,1
533508,1/20/2019,1,43824968,1040765,1,1
533508,1/20/2019,2,43824968,1040774,1,1
533509,1/20/2019,1,1325219,1040776,1,1
533510,1/20/2019,1,2075218,1041105,1,1
533511,1/20/2019,1,1431059,1041105,1,1
533512,1/20/2019,1,2229608,1040774,1,1
533513,1/20/2019,1,2075220,1040774,1,1
533514,1/20/2019,1,1912433,1041106,2,2
533514,1/20/2019,2,1912433,1040765,6,6
533515,1/20/2019,1,1833299,10106230,1,1
533515,1/20/2019,2,1833299,1040765,2,2
533516,1/20/2019,1,43824713,1040765,2,2
533516,1/20/2019,2,43824713,1041105,1,1
533517,1/20/2019,1,2255438,1041106,1,1
533518,1/20/2019,1,43824721,1040774,2,2
533518,1/20/2019,2,43824721,1041106,1,1
533519,1/20/2019,1,2251447,1040765,3,3
533519,1/20/2019,2,2251447,1040774,2,2
533519,1/20/2019,3,2251447,1041106,3,3
533520,1/20/2019,1,43824769,1040726,8,8
533520,1/20/2019,2,43824769,1040725,3,3
533520,1/20/2019,3,43824769,10106111,1,1
533520,1/20/2019,4,43824769,10137990,2,2
533520,1/20/2019,5,43824769,1038323,15,15
533520,1/20/2019,6,43824769,1038324,10,10
533520,1/20/2019,7,43824769,10098739,13,13
533520,1/20/2019,8,43824769,10135131,2,2
533520,1/20/2019,9,43824769,1039305,4,4
533520,1/20/2019,10,43824769,1033341,4,4
533520,1/20/2019,11,43824769,1041108,4,4
533520,1/20/2019,12,43824769,1029070,3,3
533520,1/20/2019,13,43824769,1029071,5,5
533520,1/20/2019,14,43824769,110441,7,7
533520,1/20/2019,15,43824769,1039822,4,4
533520,1/20/2019,16,43824769,1039823,1,1
533520,1/20/2019,17,43824769,10106229,8,8
533520,1/20/2019,18,43824769,1041107,4,4
533521,1/20/2019,1,1254731,10135131,1,1
533521,1/20/2019,2,1254731,1040726,1,1
533521,1/20/2019,3,1254731,10098739,13,13
533521,1/20/2019,4,1254731,1039305,1,1
533521,1/20/2019,5,1254731,10137990,1,1
533521,1/20/2019,6,1254731,1038323,1,1
533521,1/20/2019,7,1254731,1038324,1,1
533521,1/20/2019,8,1254731,110441,2,2
533521,1/20/2019,9,1254731,1039822,1,1
533522,1/20/2019,1,1912451,1033341,1,1
533522,1/20/2019,2,1912451,10135131,1,1
533522,1/20/2019,3,1912451,10098739,9,9
533522,1/20/2019,4,1912451,1040726,1,1
533522,1/20/2019,5,1912451,1041108,1,1
533522,1/20/2019,6,1912451,110441,1,1
533522,1/20/2019,7,1912451,1041107,1,1
533522,1/20/2019,8,1912451,10106229,1,1
533523,1/20/2019,1,1912432,1038323,1,1
533523,1/20/2019,2,1912432,1038324,1,1
533524,1/20/2019,1,1551997,1029071,1,1
533524,1/20/2019,2,1551997,1040726,1,1
533524,1/20/2019,3,1551997,10106111,1,1
533524,1/20/2019,4,1551997,10098739,6,6
533524,1/20/2019,5,1551997,1038323,2,2
533524,1/20/2019,6,1551997,1038324,1,1
533524,1/20/2019,7,1551997,110441,2,2
533525,1/20/2019,1,1254732,1038323,3,3
533525,1/20/2019,2,1254732,1038324,2,2
533525,1/20/2019,3,1254732,110441,4,4
533525,1/20/2019,4,1254732,1039822,1,1
533526,1/20/2019,1,1254725,1038323,4,4
533526,1/20/2019,2,1254725,1038324,3,3
533526,1/20/2019,3,1254725,110441,2,2
533528,1/20/2019,1,1254704,1040765,24,24
533528,1/20/2019,2,1254704,1041105,13,13
533529,1/20/2019,1,1254732,1040776,2,2
533530,1/20/2019,1,1254734,10135132,1,1
533530,1/20/2019,2,1254734,1039308,1,1
533530,1/20/2019,3,1254734,1040765,3,3
533530,1/20/2019,4,1254734,1040774,2,2
533530,1/20/2019,5,1254734,1041106,2,2
533530,1/20/2019,6,1254734,1041105,3,3
533531,1/20/2019,1,43824775,1040765,1,1
533531,1/20/2019,2,43824775,1040774,1,1
533533,1/20/2019,1,1254729,1040776,1,1
533534,1/20/2019,1,1912451,10135132,1,1
533534,1/20/2019,2,1912451,1040765,4,4
533534,1/20/2019,3,1912451,1040774,1,1
533535,1/20/2019,1,43824779,1040774,1,1
533535,1/20/2019,2,43824779,1040776,1,1
533536,1/20/2019,1,1551997,1041105,2,2
533536,1/20/2019,2,1551997,1041106,2,2
533536,1/20/2019,3,1551997,1039308,1,1
533537,1/20/2019,1,43823856,10137990,7,7
533538,1/20/2019,1,1254711,1039308,1,1
533538,1/20/2019,2,1254711,1040765,7,7
533538,1/20/2019,3,1254711,1040774,3,3
533539,1/20/2019,1,1912432,10135132,1,1
533540,1/20/2019,1,1254731,10106230,1,1
533540,1/20/2019,2,1254731,1041105,2,2
533541,1/20/2019,1,1633157,1040774,1,1
533541,1/20/2019,2,1633157,1041106,1,1
533541,1/20/2019,3,1633157,1041105,2,2
533542,1/20/2019,1,43824769,1041106,1,1
533542,1/20/2019,2,43824769,1040765,2,2
533542,1/20/2019,3,43824769,10106230,1,1
533543,1/20/2019,1,1642075,10135132,1,1
533543,1/20/2019,2,1642075,1040765,4,4
533543,1/20/2019,3,1642075,1041106,2,2
533543,1/20/2019,4,1642075,1041105,2,2
533544,1/20/2019,1,43824777,1040774,2,2
533545,1/20/2019,1,1254733,1040774,2,2
533546,1/20/2019,1,1751514,1040774,1,1
533547,1/20/2019,1,1356194,1040774,1,1
533548,1/20/2019,1,1254710,1040774,2,2
533548,1/20/2019,2,1254710,1040776,1,1
533549,1/20/2019,1,2191635,1040776,1,1
533550,1/20/2019,1,1254720,1039308,1,1
533550,1/20/2019,2,1254720,1040765,6,6
533550,1/20/2019,3,1254720,1040774,2,2
533550,1/20/2019,4,1254720,1041106,3,3
533550,1/20/2019,5,1254720,1041105,4,4
533551,1/21/2019,1,1254721,1041105,5,5
533551,1/21/2019,2,1254721,1041106,1,1
533551,1/21/2019,3,1254721,1040776,2,2
533551,1/21/2019,4,1254721,1040765,5,5
533551,1/21/2019,5,1254721,1039308,1,1
533551,1/21/2019,6,1254721,10135132,1,1
533552,1/21/2019,1,1254707,10135132,2,2
533552,1/21/2019,2,1254707,1039308,1,1
533552,1/21/2019,3,1254707,10106230,2,2
533552,1/21/2019,4,1254707,1040765,3,3
533552,1/21/2019,5,1254707,1040774,7,7
533552,1/21/2019,6,1254707,1040776,2,2
533552,1/21/2019,7,1254707,1041106,1,1
533553,1/21/2019,1,1254725,1040774,2,2
533554,1/21/2019,1,1254708,1041106,1,1
533554,1/21/2019,2,1254708,1040774,1,1
533554,1/21/2019,3,1254708,10135132,3,3
533555,1/21/2019,1,2247773,1040774,3,3
533555,1/21/2019,2,2247773,1040776,3,3
533556,1/21/2019,1,1492473,1040774,1,1
533557,1/21/2019,1,1254723,1040776,1,1
533583,1/21/2019,1,43823998,1040774,1,1
533584,1/21/2019,1,43823998,10106230,5,5
533585,1/21/2019,1,43824263,10137990,1,1
533585,1/21/2019,2,43824263,10098739,5,5
533585,1/21/2019,3,43824263,110441,2,2
533585,1/21/2019,4,43824263,10137993,3,3
533586,1/21/2019,1,1255585,1029069,3,3
533586,1/21/2019,2,1255585,1029070,2,2
533586,1/21/2019,3,1255585,1029071,2,2
533586,1/21/2019,4,1255585,1040725,3,3
533586,1/21/2019,5,1255585,1040726,3,3
533586,1/21/2019,6,1255585,10106111,3,3
533586,1/21/2019,8,1255585,10137990,5,5
533586,1/21/2019,9,1255585,10106230,5,5
533586,1/21/2019,10,1255585,10137993,2,2
533587,1/21/2019,1,43824885,10106111,1,1
533587,1/21/2019,2,43824885,10137990,1,1
533587,1/21/2019,3,43824885,10106230,4,4
533588,1/21/2019,1,43824254,10098739,2,2
533588,1/21/2019,2,43824254,10137990,1,1
533627,1/21/2019,1,1255585,10098739,3,3
533627,1/21/2019,2,1255585,1033341,2,2
533627,1/21/2019,3,1255585,1040827,1,1
533627,1/21/2019,4,1255585,110441,2,2
533627,1/21/2019,5,1255585,1029069,5,5
533627,1/21/2019,6,1255585,1029070,5,5
533627,1/21/2019,7,1255585,1040726,3,3
533627,1/21/2019,8,1255585,1040725,3,3
533627,1/21/2019,9,1255585,1029071,5,5
533627,1/21/2019,10,1255585,10106111,2,2
533627,1/21/2019,11,1255585,10137990,3,3
533627,1/21/2019,12,1255585,10106230,4,4
533627,1/21/2019,14,1255585,10137993,2,2
533630,1/21/2019,1,43824321,10098739,15,15
533630,1/21/2019,3,43824321,1040725,2,2
533630,1/21/2019,4,43824321,1040726,3,3
533630,1/21/2019,5,43824321,1040765,10,10
533630,1/21/2019,6,43824321,1040774,7,7
533630,1/21/2019,9,43824321,1041105,10,10
533630,1/21/2019,10,43824321,1041106,30,30
533630,1/21/2019,11,43824321,1041107,2,2
533630,1/21/2019,12,43824321,110441,10,10
533630,1/21/2019,14,43824321,10135132,5,5
533630,1/21/2019,15,43824321,10135138,2,2
533630,1/21/2019,16,43824321,10135359,2,2
533631,1/21/2019,2,43824317,10106111,8,8
533631,1/21/2019,4,43824317,10106230,15,15
533631,1/21/2019,5,43824317,1038323,8,8
533631,1/21/2019,6,43824317,1038324,15,15
533631,1/21/2019,8,43824317,1040726,12,12
533631,1/21/2019,9,43824317,1040765,50,50
533631,1/21/2019,10,43824317,1040774,25,25
533631,1/21/2019,11,43824317,1041105,20,20
533631,1/21/2019,12,43824317,1041106,50,50
533631,1/21/2019,13,43824317,110441,15,15
533631,1/21/2019,14,43824317,10137990,15,15
533631,1/21/2019,15,43824317,10137993,20,20
533631,1/21/2019,16,43824317,10135139,5,5
533632,1/21/2019,1,43824317,10135771,50,50
533632,1/21/2019,3,43824317,10135140,3,3
533633,1/21/2019,1,1509644,1041105,1,1
533634,1/21/2019,1,1509644,1040774,1,1
533635,1/21/2019,1,43824737,1039305,1,1
533635,1/21/2019,2,43824737,1041108,1,1
533635,1/21/2019,3,43824737,1038323,1,1
533635,1/21/2019,4,43824737,1038324,1,1
533635,1/21/2019,5,43824737,10106229,1,1
533636,1/21/2019,1,1476818,1038323,1,1
533636,1/21/2019,2,1476818,1038324,1,1
533636,1/21/2019,3,1476818,1039823,1,1
533637,1/21/2019,1,1311993,10098739,3,3
533637,1/21/2019,2,1311993,110441,1,1
533638,1/21/2019,1,2100566,1038323,1,1
533639,1/21/2019,1,1385014,10098739,4,4
533639,1/21/2019,2,1385014,1038324,1,1
533639,1/21/2019,3,1385014,110441,3,3
533640,1/21/2019,1,2269694,1029071,1,1
533640,1/21/2019,2,2269694,1039305,1,1
533641,1/21/2019,1,1509644,1038323,1,1
533642,1/21/2019,1,2133267,10106111,1,1
533642,1/21/2019,2,2133267,1038323,1,1
533642,1/21/2019,3,2133267,10135131,1,1
533643,1/21/2019,1,1967447,10098739,2,2
533644,1/21/2019,1,2168589,1038324,1,1
533644,1/21/2019,2,2168589,110441,3,3
533645,1/21/2019,1,1497991,1038323,1,1
533645,1/21/2019,2,1497991,1038324,1,1
533646,1/21/2019,1,1667662,1038323,2,2
533646,1/21/2019,2,1667662,10098739,1,1
533646,1/21/2019,3,1667662,1041108,1,1
533647,1/21/2019,1,1497989,10098739,3,3
533647,1/21/2019,2,1497989,1038323,2,2
533647,1/21/2019,3,1497989,1038324,1,1
533647,1/21/2019,4,1497989,110441,1,1
533648,1/21/2019,1,1493821,10098739,5,5
533648,1/21/2019,2,1493821,1038323,1,1
533648,1/21/2019,3,1493821,1038324,1,1
533649,1/21/2019,1,1384958,10098739,2,2
533649,1/21/2019,2,1384958,110441,1,1
533650,1/21/2019,1,1510339,110441,1,1
533650,1/21/2019,2,1510339,1038323,1,1
533650,1/21/2019,3,1510339,1038324,1,1
533650,1/21/2019,4,1510339,10135358,1,1
533651,1/21/2019,1,43824721,1040765,2,2
533651,1/21/2019,2,43824721,1040774,1,1
533651,1/21/2019,3,43824721,1040776,1,1
533651,1/21/2019,4,43824721,1041105,1,1
533651,1/21/2019,5,43824721,1041107,1,1
533652,1/21/2019,1,2251447,1040765,2,2
533652,1/21/2019,2,2251447,1041105,1,1
533653,1/21/2019,1,2168589,1040774,1,1
533654,1/21/2019,1,1667668,1040774,2,2
533655,1/21/2019,1,1544842,1040774,4,4
533656,1/21/2019,1,1912433,1040765,5,5
533656,1/21/2019,2,1912433,1040774,1,1
533656,1/21/2019,3,1912433,1040776,1,1
533657,1/21/2019,1,43824717,1040774,1,1
533658,1/21/2019,1,1721474,1040774,1,1
533658,1/21/2019,2,1721474,1040776,1,1
533659,1/21/2019,1,2229608,1040765,1,1
533659,1/21/2019,2,2229608,1041105,1,1
533660,1/21/2019,1,2133267,1040774,1,1
533660,1/21/2019,2,2133267,1040776,1,1
533661,1/21/2019,1,43824725,1040774,1,1
533662,1/21/2019,1,2100566,1040774,1,1
533663,1/21/2019,1,1254703,1040776,1,1
533664,1/21/2019,1,1497989,1040774,2,2
533664,1/21/2019,2,1497989,1040776,3,3
533665,1/21/2019,1,43823581,1040765,1,1
533666,1/21/2019,1,1540637,1040765,1,1
533666,1/21/2019,2,1540637,1040774,2,2
533666,1/21/2019,3,1540637,1041105,2,2
533667,1/21/2019,1,1385014,1040774,2,2
533668,1/21/2019,1,43824749,1041105,1,1
533669,1/21/2019,1,2229605,1040765,2,2
533669,1/21/2019,2,2229605,1041107,1,1
533670,1/21/2019,1,1889873,1040774,2,2
533670,1/21/2019,2,1889873,1041105,1,1
533671,1/21/2019,1,43824713,1040774,1,1
533671,1/21/2019,2,43824713,1041105,1,1
533672,1/21/2019,1,1332866,1040776,1,1
533673,1/21/2019,1,1254717,1040774,2,2
533674,1/21/2019,1,1325219,1040774,1,1
533674,1/21/2019,2,1325219,1040776,1,1
533675,1/21/2019,1,2258569,1040765,2,2
533675,1/21/2019,2,2258569,1041107,1,1
533676,1/21/2019,1,2100579,1040774,1,1
533676,1/21/2019,2,2100579,1040776,2,2
533677,1/21/2019,1,2269903,1040765,4,4
533677,1/21/2019,2,2269903,1040776,1,1
533678,1/21/2019,1,1967893,1040774,2,2
533679,1/21/2019,1,43824715,1040765,1,1
533679,1/21/2019,2,43824715,1040774,1,1
533680,1/21/2019,1,43824723,1040765,1,1
533681,1/21/2019,1,1265766,1040774,2,2
533682,1/21/2019,1,43824968,1040765,1,1
533683,1/21/2019,1,1930074,1040774,2,2
533683,1/21/2019,2,1930074,1040776,1,1
533684,1/21/2019,1,43824747,1040774,1,1
533684,1/21/2019,2,43824747,1041107,1,1
533685,1/21/2019,1,2168596,1040774,2,2
533685,1/21/2019,2,2168596,1040776,1,1
533685,1/21/2019,3,2168596,1041105,1,1
533686,1/21/2019,1,43823858,1040774,1,1
533686,1/21/2019,2,43823858,1041107,1,1
533687,1/21/2019,1,2208690,1041108,1,1
533688,1/21/2019,1,1254710,1038323,3,3
533688,1/21/2019,2,1254710,1038324,1,1
533688,1/21/2019,3,1254710,110441,4,4
533689,1/21/2019,1,43824771,1038324,1,1
533690,1/21/2019,1,43824773,1038324,1,1
533690,1/21/2019,2,43824773,1039823,1,1
533691,1/21/2019,1,1356194,1038323,3,3
533691,1/21/2019,2,1356194,1038324,1,1
533692,1/21/2019,1,43824779,1038323,1,1
533692,1/21/2019,2,43824779,110441,1,1
533693,1/21/2019,1,1673776,10098739,6,6
533693,1/21/2019,2,1673776,1038323,2,2
533693,1/21/2019,3,1673776,1038324,1,1
533693,1/21/2019,4,1673776,1039822,1,1
533694,1/21/2019,1,1254716,10098739,6,6
533694,1/21/2019,2,1254716,1038323,3,3
533694,1/21/2019,3,1254716,1038324,1,1
533694,1/21/2019,4,1254716,110441,2,2
533694,1/21/2019,5,1254716,1039823,1,1
533695,1/21/2019,1,1254729,10098739,4,4
533695,1/21/2019,2,1254729,1038323,2,2
533695,1/21/2019,3,1254729,1038324,1,1
533695,1/21/2019,4,1254729,110441,1,1
533696,1/21/2019,1,1254728,10098739,1,1
533696,1/21/2019,2,1254728,1038323,1,1
533696,1/21/2019,3,1254728,110441,2,2
533697,1/21/2019,1,1751532,10098739,16,16
533697,1/21/2019,2,1751532,1038323,1,1
533697,1/21/2019,3,1751532,1038324,2,2
533697,1/21/2019,4,1751532,110441,2,2
533698,1/21/2019,1,1254704,1040774,19,19
533699,1/21/2019,1,1912432,1039308,1,1
533700,1/21/2019,1,1254726,1040774,3,3
533701,1/21/2019,1,2247773,1040776,1,1
533701,1/21/2019,2,2247773,1040774,2,2
533702,1/21/2019,1,43824779,1040774,2,2
533702,1/21/2019,2,43824779,1040776,1,1
533703,1/21/2019,1,1254733,1040774,6,6
533703,1/21/2019,2,1254733,1040776,2,2
533704,1/21/2019,1,43824777,1040774,2,2
533704,1/21/2019,2,43824777,1040776,1,1
533705,1/21/2019,1,43824775,1040765,3,3
533705,1/21/2019,2,43824775,1040774,2,2
533706,1/21/2019,1,1254716,1040774,4,4
533706,1/21/2019,2,1254716,1040776,2,2
533707,1/21/2019,1,43824773,1040776,1,1
533708,1/21/2019,1,1254708,1040765,2,2
533708,1/21/2019,2,1254708,1040774,2,2
533708,1/21/2019,3,1254708,1041105,2,2
533708,1/21/2019,4,1254708,1041107,1,1
533709,1/21/2019,1,1254734,1040765,3,3
533709,1/21/2019,2,1254734,1040774,3,3
533709,1/21/2019,3,1254734,1041105,3,3
533710,1/21/2019,1,1492473,1040774,1,1
533711,1/21/2019,1,1254723,1040774,2,2
533711,1/21/2019,2,1254723,1040776,1,1
533712,1/21/2019,1,1254721,1041107,1,1
533712,1/21/2019,2,1254721,1041105,3,3
533712,1/21/2019,3,1254721,1040776,1,1
533712,1/21/2019,4,1254721,1040774,3,3
533712,1/21/2019,5,1254721,1040765,6,6
533713,1/21/2019,1,1642075,1040765,1,1
533713,1/21/2019,2,1642075,1040774,1,1
533713,1/21/2019,3,1642075,1041105,1,1
533713,1/21/2019,4,1642075,1041107,1,1
533714,1/21/2019,1,1254711,1040765,4,4
533714,1/21/2019,2,1254711,1040774,2,2
533714,1/21/2019,3,1254711,1041105,2,2
533715,1/21/2019,1,1254707,1040765,4,4
533715,1/21/2019,2,1254707,1040774,3,3
533715,1/21/2019,3,1254707,1040776,2,2
533716,1/21/2019,1,43825034,1040776,1,1
533716,1/21/2019,2,43825034,1040774,3,3
533717,1/21/2019,1,1673776,1040774,6,6
533717,1/21/2019,2,1673776,1040776,2,2
533718,1/21/2019,1,1633157,1041105,2,2
533718,1/21/2019,2,1633157,1040776,1,1
533718,1/21/2019,3,1633157,1040774,1,1
533718,1/21/2019,4,1633157,1040765,2,2
533719,1/21/2019,1,1254729,1040774,4,4
533719,1/21/2019,2,1254729,1040776,1,1
533720,1/21/2019,1,1254710,1040774,6,6
533720,1/21/2019,2,1254710,1040776,3,3
533721,1/21/2019,1,1751514,1040774,3,3
533721,1/21/2019,2,1751514,1040776,1,1
533722,1/21/2019,1,1254706,1040774,3,3
533722,1/21/2019,2,1254706,1040776,1,1
533723,1/21/2019,1,1751532,1040774,2,2
533724,1/21/2019,1,1254720,1040765,1,1
533724,1/21/2019,2,1254720,1040774,3,3
533724,1/21/2019,3,1254720,1040776,3,3
533724,1/21/2019,4,1254720,1041105,1,1
533724,1/21/2019,5,1254720,1041107,2,2
533725,1/21/2019,1,1254728,1040774,2,2
533725,1/21/2019,2,1254728,1040776,2,2
533726,1/21/2019,1,1356194,1040776,2,2
533726,1/21/2019,2,1356194,1040774,3,3
533728,1/21/2019,1,2191635,1040774,1,1
533728,1/21/2019,2,2191635,1040776,1,1
533730,1/21/2019,1,43823998,1040765,3,3
533730,1/21/2019,2,43823998,1040774,3,3
533730,1/21/2019,3,43823998,1041105,2,2
533730,1/21/2019,4,43823998,1041107,1,1
533779,1/23/2019,1,2254513,1040725,8,8
533779,1/23/2019,3,2254513,10106230,8,8
533779,1/23/2019,4,2254513,1040776,10,10
533779,1/23/2019,5,2254513,1040774,16,16
533779,1/23/2019,6,2254513,1040765,16,16
533779,1/23/2019,7,2254513,10135131,12,12
533779,1/23/2019,8,2254513,1039305,15,15
533779,1/23/2019,9,2254513,110441,21,21
533779,1/23/2019,10,2254513,10098739,25,25
533779,1/23/2019,11,2254513,1038323,6,6
533779,1/23/2019,12,2254513,1038324,7,7
533779,1/23/2019,13,2254513,10106229,30,30
533779,1/23/2019,14,2254513,10137990,17,17
533795,1/23/2019,1,43823870,1040726,7,7
533795,1/23/2019,2,43823870,1029070,2,2
533795,1/23/2019,3,43823870,1029071,8,8
533795,1/23/2019,4,43823870,10098739,20,20
533795,1/23/2019,5,43823870,110441,30,30
533795,1/23/2019,6,43823870,1040776,3,3
533795,1/23/2019,7,43823870,1041106,27,27
533795,1/23/2019,8,43823870,1040774,18,18
533795,1/23/2019,9,43823870,1041105,12,12
533795,1/23/2019,10,43823870,1040765,11,11
533795,1/23/2019,11,43823870,1041108,10,10
533795,1/23/2019,12,43823870,1041107,7,7
533795,1/23/2019,13,43823870,1038323,5,5
533796,1/23/2019,1,43823870,10106111,2,2
533796,1/23/2019,2,43823870,10137990,7,7
533796,1/23/2019,3,43823870,10106230,11,11
533796,1/23/2019,4,43823870,10137993,14,14
533796,1/23/2019,5,43823870,10135771,59,59
533796,1/23/2019,7,43823870,10133703,80,80
533800,1/23/2019,1,1255585,1038324,1,1
533801,1/23/2019,1,1779624,10135132,3,3
533801,1/23/2019,2,1779624,10135359,3,3
533802,1/23/2019,1,1254740,10137990,4,4
533802,1/23/2019,2,1254740,10106230,12,12
533802,1/23/2019,3,1254740,10135771,25,25
533802,1/23/2019,4,1254740,1041106,2,2
533802,1/23/2019,5,1254740,1040774,38,38
533802,1/23/2019,6,1254740,1040765,8,8
533802,1/23/2019,7,1254740,1041105,12,12
533802,1/23/2019,8,1254740,10118563,2,2
533803,1/23/2019,1,1254738,10135771,2,2
533804,1/23/2019,1,1527817,10135771,3,3
533804,1/23/2019,2,1527817,1041106,6,6
533804,1/23/2019,3,1527817,1040774,2,2
533804,1/23/2019,4,1527817,1041105,2,2
533805,1/23/2019,1,1254737,1040776,1,1
533805,1/23/2019,2,1254737,10135771,3,3
533805,1/23/2019,3,1254737,1041106,5,5
533805,1/23/2019,4,1254737,1040774,5,5
533805,1/23/2019,5,1254737,1040765,16,16
533805,1/23/2019,6,1254737,10118563,2,2
533805,1/23/2019,7,1254737,1039465,1,1
533806,1/23/2019,1,1254737,1040774,10,10
533806,1/23/2019,2,1254737,1041106,7,7
533806,1/23/2019,3,1254737,1040765,4,4
533806,1/23/2019,4,1254737,1040776,5,5
533807,1/23/2019,1,1254736,1040774,3,3
