Order No,Order Date,Line No,Ship To Address No,Item Code,Order Qty,Quantity Shipped
534272,1/25/2019,9,1633157,1041107,1,1
534273,1/25/2019,1,1254734,10135131,1,1
534273,1/25/2019,2,1254734,1041108,1,1
534273,1/25/2019,3,1254734,1038323,2,2
534273,1/25/2019,4,1254734,1038324,2,2
534273,1/25/2019,5,1254734,10135359,2,2
534273,1/25/2019,6,1254734,10135138,2,2
534273,1/25/2019,7,1254734,1041107,1,1
534274,1/25/2019,1,1254707,10098739,4,4
534274,1/25/2019,2,1254707,10137990,2,2
534274,1/25/2019,3,1254707,1041108,1,1
534274,1/25/2019,4,1254707,1038323,2,2
534274,1/25/2019,5,1254707,1038324,1,1
534274,1/25/2019,6,1254707,110441,2,2
534274,1/25/2019,7,1254707,1039822,1,1
534274,1/25/2019,8,1254707,10135359,2,2
534274,1/25/2019,9,1254707,10135138,2,2
534274,1/25/2019,10,1254707,1041107,1,1
534274,1/25/2019,11,1254707,10106229,1,1
534275,1/25/2019,1,1254721,10135131,1,1
534275,1/25/2019,2,1254721,10137990,1,1
534275,1/25/2019,3,1254721,1038323,1,1
534275,1/25/2019,4,1254721,1038324,1,1
534275,1/25/2019,5,1254721,1041108,1,1
534275,1/25/2019,6,1254721,10135359,2,2
534275,1/25/2019,7,1254721,10135138,1,1
534276,1/25/2019,1,1254733,10098739,13,13
534276,1/25/2019,2,1254733,1038323,4,4
534276,1/25/2019,3,1254733,1038324,4,4
534276,1/25/2019,4,1254733,110441,6,6
534277,1/25/2019,1,1254720,1038323,2,2
534277,1/25/2019,2,1254720,1038324,1,1
534277,1/25/2019,3,1254720,1029070,1,1
534277,1/25/2019,4,1254720,10135131,1,1
534277,1/25/2019,5,1254720,10098739,5,5
534277,1/25/2019,6,1254720,1040726,1,1
534277,1/25/2019,7,1254720,110441,1,1
534277,1/25/2019,8,1254720,10135359,2,2
534277,1/25/2019,9,1254720,10135138,3,3
534278,1/25/2019,1,2247773,10098739,2,2
534278,1/25/2019,2,2247773,1038324,1,1
534278,1/25/2019,3,2247773,110441,2,2
534279,1/25/2019,1,1254723,10098739,9,9
534279,1/25/2019,2,1254723,1038323,2,2
534279,1/25/2019,3,1254723,1038324,2,2
534279,1/25/2019,4,1254723,110441,3,3
534306,1/25/2019,2,1418561,10106111,5,5
534306,1/25/2019,4,1418561,10106230,12,12
534306,1/25/2019,5,1418561,1029069,5,5
534306,1/25/2019,6,1418561,1029071,10,10
534306,1/25/2019,7,1418561,1033341,5,5
534306,1/25/2019,10,1418561,1040725,2,2
534306,1/25/2019,11,1418561,1040726,15,15
534306,1/25/2019,12,1418561,1040827,5,5
534306,1/25/2019,13,1418561,10137990,17,17
534306,1/25/2019,14,1418561,10137993,18,18
534309,1/25/2019,1,1418561,10098739,50,50
534309,1/25/2019,5,1418561,1040765,35,35
534309,1/25/2019,6,1418561,1040774,60,60
534309,1/25/2019,7,1418561,1040776,36,36
534309,1/25/2019,8,1418561,1041105,27,27
534309,1/25/2019,9,1418561,1041106,70,70
534309,1/25/2019,10,1418561,1041107,9,9
534309,1/25/2019,11,1418561,1041108,20,20
534309,1/25/2019,12,1418561,110441,15,15
534309,1/25/2019,13,1418561,1038323,5,5
534309,1/25/2019,14,1418561,1038324,4,4
534309,1/25/2019,15,1418561,10135139,15,15
534313,1/25/2019,4,1418561,1039822,2,2
534313,1/25/2019,5,1418561,1039823,1,1
534313,1/25/2019,8,1418561,10135131,15,15
534313,1/25/2019,9,1418561,10135140,8,8
534313,1/25/2019,11,1418561,10135132,10,10
534313,1/25/2019,12,1418561,10135138,5,5
534313,1/25/2019,14,1418561,10135359,10,10
534341,1/25/2019,1,1795849,111931,2.00E+03,2.00E+03
534342,1/25/2019,1,1795849,111931,2.00E+03,2.00E+03
534343,1/25/2019,1,1795849,111931,500,500
534350,1/26/2019,1,1255576,1040765,7,7
534351,1/26/2019,1,1255589,10137990,1,1
534352,1/26/2019,1,1255591,1033341,1,1
534352,1/26/2019,2,1255591,1040726,1,1
534352,1/26/2019,3,1255591,10137990,1,1
534352,1/26/2019,4,1255591,10137993,2,2
534353,1/26/2019,1,1255584,110441,2,2
534354,1/26/2019,1,1255583,10098739,6,6
534354,1/26/2019,2,1255583,110441,5,5
534354,1/26/2019,3,1255583,1029069,1,1
534354,1/26/2019,4,1255583,1029071,1,1
534354,1/26/2019,5,1255583,1040726,1,1
534354,1/26/2019,6,1255583,10137993,1,1
534355,1/26/2019,1,1255592,10137993,1,1
534356,1/26/2019,1,1255579,110441,1,1
534356,1/26/2019,2,1255579,10137990,1,1
534356,1/26/2019,3,1255579,10106230,1,1
534356,1/26/2019,4,1255579,10137993,1,1
534357,1/26/2019,1,1255581,1040827,1,1
534357,1/26/2019,2,1255581,1029071,1,1
534357,1/26/2019,3,1255581,10106230,2,2
534357,1/26/2019,4,1255581,10137993,2,2
534358,1/26/2019,1,1255575,10098739,5,5
534358,1/26/2019,2,1255575,110441,1,1
534358,1/26/2019,3,1255575,10137993,1,1
534359,1/26/2019,1,1255576,10098739,8,8
534359,1/26/2019,2,1255576,10106111,1,1
534360,1/26/2019,1,1255590,1033341,1,1
534360,1/26/2019,2,1255590,1029070,1,1
534360,1/26/2019,3,1255590,1029071,1,1
534360,1/26/2019,4,1255590,1040725,1,1
534360,1/26/2019,5,1255590,10137993,2,2
534361,1/26/2019,1,1607998,10098739,2,2
534361,1/26/2019,2,1607998,110441,2,2
534362,1/26/2019,1,1255582,1040726,1,1
534363,1/26/2019,1,1347653,10106230,1,1
534363,1/26/2019,2,1347653,10137993,1,1
534364,1/26/2019,1,1255574,110441,3,3
534364,1/26/2019,2,1255574,1029069,1,1
534364,1/26/2019,3,1255574,10137993,1,1
534365,1/26/2019,1,1255587,1040726,1,1
534365,1/26/2019,2,1255587,10137990,1,1
534365,1/26/2019,3,1255587,10106230,1,1
534365,1/26/2019,4,1255587,10137993,1,1
534366,1/26/2019,1,1264969,10098739,12,12
534366,1/26/2019,2,1264969,110441,5,5
534366,1/26/2019,3,1264969,1040726,1,1
534366,1/26/2019,4,1264969,10106230,1,1
534367,1/26/2019,1,1265739,10137990,1,1
534367,1/26/2019,2,1265739,10106230,1,1
534368,1/26/2019,1,1265546,10098739,3,3
534368,1/26/2019,2,1265546,110441,3,3
534368,1/26/2019,3,1265546,1029071,1,1
534369,1/26/2019,1,1332862,10098739,3,3
534369,1/26/2019,2,1332862,10137990,1,1
534370,1/26/2019,1,1353248,1033341,1,1
534370,1/26/2019,2,1353248,110441,2,2
534370,1/26/2019,3,1353248,1029071,1,1
534370,1/26/2019,4,1353248,10106111,1,1
534370,1/26/2019,5,1353248,10137990,1,1
534370,1/26/2019,6,1353248,10137993,2,2
534371,1/26/2019,1,1352961,10098739,3,3
534371,1/26/2019,2,1352961,1040827,1,1
534371,1/26/2019,3,1352961,1040726,1,1
534371,1/26/2019,4,1352961,10106230,1,1
534371,1/26/2019,5,1352961,10137993,1,1
534372,1/26/2019,1,1346502,10098739,5,5
534372,1/26/2019,2,1346502,1033341,1,1
534372,1/26/2019,3,1346502,110441,2,2
534372,1/26/2019,4,1346502,1029071,1,1
534372,1/26/2019,5,1346502,10137990,1,1
534372,1/26/2019,6,1346502,10137993,1,1
534373,1/26/2019,1,1475698,10106230,1,1
534374,1/26/2019,1,1347640,10098739,2,2
534374,1/26/2019,2,1347640,110441,4,4
534374,1/26/2019,3,1347640,1029071,1,1
534374,1/26/2019,4,1347640,10137990,1,1
534374,1/26/2019,5,1347640,10137993,1,1
534375,1/26/2019,1,1353166,10098739,5,5
534375,1/26/2019,2,1353166,110441,4,4
534375,1/26/2019,3,1353166,10137990,1,1
534376,1/26/2019,1,1353114,110441,1,1
534376,1/26/2019,2,1353114,1040725,1,1
534376,1/26/2019,3,1353114,10106111,1,1
534377,1/26/2019,1,1353098,10137990,1,1
534377,1/26/2019,2,1353098,10106230,1,1
534377,1/26/2019,3,1353098,10137993,1,1
534378,1/26/2019,1,1475699,10098739,25,25
534378,1/26/2019,2,1475699,110441,2,2
534378,1/26/2019,3,1475699,10137993,1,1
534379,1/26/2019,1,1476276,10098739,2,2
534379,1/26/2019,2,1476276,110441,4,4
534379,1/26/2019,3,1476276,10137990,1,1
534379,1/26/2019,4,1476276,10137993,1,1
534380,1/26/2019,1,1554503,1040827,1,1
534380,1/26/2019,2,1554503,1040726,1,1
534380,1/26/2019,3,1554503,10137990,1,1
534381,1/26/2019,1,1498107,10098739,3,3
534382,1/26/2019,1,1522864,10098739,4,4
534382,1/26/2019,2,1522864,110441,2,2
534383,1/26/2019,1,1751452,1040725,1,1
534383,1/26/2019,2,1751452,1040726,1,1
534383,1/26/2019,3,1751452,10137990,1,1
534383,1/26/2019,4,1751452,10137993,1,1
534384,1/26/2019,1,1476759,10137993,1,1
534385,1/26/2019,1,1554575,10098739,1,1
534385,1/26/2019,2,1554575,110441,2,2
534385,1/26/2019,3,1554575,10106230,1,1
534386,1/26/2019,1,1634362,10098739,2,2
534386,1/26/2019,2,1634362,10137993,1,1
534387,1/26/2019,1,43824513,10098739,4,4
534387,1/26/2019,2,43824513,110441,4,4
534388,1/26/2019,1,1779624,110441,3,3
534388,1/26/2019,2,1779624,10106230,2,2
534388,1/26/2019,3,1779624,10137993,1,1
534389,1/26/2019,1,1680038,10098739,1,1
534390,1/26/2019,1,1673777,10137993,1,1
534391,1/26/2019,1,1735855,10098739,3,3
534391,1/26/2019,2,1735855,10137993,2,2
534392,1/26/2019,1,1673780,10098739,2,2
534392,1/26/2019,2,1673780,10137990,1,1
534392,1/26/2019,3,1673780,10106230,1,1
534392,1/26/2019,4,1673780,10137993,1,1
534393,1/26/2019,1,1665298,10098739,1,1
534394,1/26/2019,1,1832989,10098739,3,3
534394,1/26/2019,2,1832989,1033341,1,1
534394,1/26/2019,3,1832989,110441,2,2
534394,1/26/2019,4,1832989,10106230,1,1
534395,1/26/2019,1,1673779,10098739,2,2
534396,1/26/2019,1,1751158,10098739,2,2
534397,1/26/2019,1,1779500,10098739,3,3
534398,1/26/2019,1,1832940,10098739,10,10
534398,1/26/2019,2,1832940,110441,3,3
534399,1/26/2019,1,1735851,110441,1,1
534400,1/26/2019,1,1751465,10098739,2,2
534401,1/26/2019,1,1719700,10098739,2,2
534402,1/26/2019,1,1779066,10098739,2,2
534403,1/26/2019,1,2075206,10098739,2,2
534403,1/26/2019,2,2075206,110441,1,1
534403,1/26/2019,3,2075206,10137990,1,1
534404,1/26/2019,1,1832987,10098739,2,2
534405,1/26/2019,1,1832979,1040726,1,1
534406,1/26/2019,1,1795855,10098739,2,2
534407,1/26/2019,1,1833293,10098739,2,2
534408,1/26/2019,1,1850370,10106111,1,1
534408,1/26/2019,2,1850370,10137993,1,1
534409,1/26/2019,1,1953431,10098739,3,3
534409,1/26/2019,2,1953431,10137990,1,1
534409,1/26/2019,3,1953431,10137993,1,1
534410,1/26/2019,1,2075088,10137993,1,1
534411,1/26/2019,1,1889956,10137993,1,1
534412,1/26/2019,1,1876883,10098739,4,4
534412,1/26/2019,2,1876883,110441,2,2
534412,1/26/2019,3,1876883,10137993,1,1
534413,1/26/2019,1,2075217,1033341,1,1
534413,1/26/2019,2,2075217,110441,1,1
534413,1/26/2019,3,2075217,10137990,1,1
534413,1/26/2019,4,2075217,10137993,1,1
534414,1/26/2019,1,1857843,10098739,2,2
534415,1/26/2019,1,1858597,10098739,2,2
534415,1/26/2019,2,1858597,10137993,1,1
534416,1/26/2019,1,2073758,10098739,2,2
534416,1/26/2019,2,2073758,10106230,1,1
534417,1/26/2019,1,1953449,10098739,2,2
534418,1/26/2019,1,2073719,1029071,1,1
534419,1/26/2019,1,2060237,10098739,16,16
534419,1/26/2019,2,2060237,110441,1,1
534419,1/26/2019,3,2060237,1040726,1,1
534419,1/26/2019,4,2060237,10137990,1,1
534419,1/26/2019,5,2060237,10106230,1,1
534420,1/26/2019,1,2169497,10098739,3,3
534420,1/26/2019,2,2169497,110441,2,2
534420,1/26/2019,3,2169497,1029070,1,1
534421,1/26/2019,1,2015053,10098739,2,2
534422,1/26/2019,1,2057651,10098739,2,2
534422,1/26/2019,2,2057651,110441,2,2
534422,1/26/2019,3,2057651,10106230,1,1
534422,1/26/2019,4,2057651,10137993,1,1
534423,1/26/2019,1,2057664,110441,2,2
534423,1/26/2019,2,2057664,1029071,1,1
534424,1/26/2019,1,2079338,110441,2,2
534425,1/26/2019,1,2060343,10098739,1,1
534426,1/26/2019,1,2075198,10098739,2,2
534426,1/26/2019,2,2075198,10137990,1,1
534427,1/26/2019,1,2169538,110441,1,1
534428,1/26/2019,1,2060342,10098739,2,2
534428,1/26/2019,2,2060342,10106230,1,1
534428,1/26/2019,3,2060342,10137993,1,1
534429,1/26/2019,1,2169531,10098739,3,3
534429,1/26/2019,2,2169531,110441,1,1
534430,1/26/2019,1,2247540,10098739,2,2
534431,1/26/2019,1,2073773,110441,1,1
534432,1/26/2019,1,2075214,110441,3,3
534432,1/26/2019,2,2075214,10106230,1,1
534433,1/26/2019,1,2205150,10098739,6,6
534433,1/26/2019,2,2205150,110441,1,1
534433,1/26/2019,3,2205150,1040726,1,1
534434,1/26/2019,1,2247547,10098739,4,4
534434,1/26/2019,2,2247547,110441,1,1
534435,1/26/2019,1,2073796,10098739,1,1
534435,1/26/2019,2,2073796,110441,1,1
534435,1/26/2019,3,2073796,1029071,1,1
534436,1/26/2019,1,2166331,10098739,20,20
534436,1/26/2019,2,2166331,110441,3,3
534437,1/26/2019,1,2247537,10098739,2,2
534438,1/26/2019,1,2205146,10098739,1,1
534438,1/26/2019,2,2205146,110441,1,1
534439,1/26/2019,1,2169530,10098739,3,3
534439,1/26/2019,2,2169530,10137990,1,1
534440,1/26/2019,1,2017221,10098739,2,2
534440,1/26/2019,2,2017221,10106230,1,1
534441,1/26/2019,1,2169539,10098739,2,2
534442,1/26/2019,1,2246064,1040726,1,1
534443,1/26/2019,1,2247545,10098739,4,4
534443,1/26/2019,2,2247545,110441,1,1
534443,1/26/2019,3,2247545,10137993,1,1
534444,1/26/2019,1,2094777,10098739,2,2
534445,1/26/2019,1,2094778,10098739,2,2
534446,1/26/2019,1,2246049,10137990,1,1
534447,1/26/2019,1,2247543,110441,1,1
534448,1/26/2019,1,2247538,1029071,1,1
534449,1/26/2019,1,2246047,110441,1,1
534449,1/26/2019,2,2246047,1029071,1,1
534449,1/26/2019,3,2246047,10137990,1,1
534450,1/26/2019,1,2252860,10098739,2,2
534450,1/26/2019,2,2252860,110441,3,3
534450,1/26/2019,3,2252860,10137990,1,1
534451,1/26/2019,1,2205145,1040725,1,1
534452,1/26/2019,1,2209042,10098739,12,12
534453,1/26/2019,1,2251769,110441,2,2
534453,1/26/2019,2,2251769,1040726,1,1
534453,1/26/2019,3,2251769,10137990,1,1
534453,1/26/2019,4,2251769,10106230,1,1
534454,1/26/2019,1,2231382,10098739,2,2
534455,1/26/2019,1,2246066,10098739,1,1
534455,1/26/2019,2,2246066,1029070,1,1
534456,1/26/2019,1,2247541,10098739,3,3
534456,1/26/2019,2,2247541,110441,2,2
534457,1/26/2019,1,2252887,10098739,4,4
534457,1/26/2019,2,2252887,10137990,1,1
534457,1/26/2019,3,2252887,10137993,1,1
534458,1/26/2019,1,2246068,10098739,2,2
534459,1/26/2019,1,2250372,10098739,4,4
534459,1/26/2019,2,2250372,10106230,1,1
534460,1/26/2019,1,2247546,110441,2,2
534461,1/26/2019,1,43824049,10098739,2,2
534462,1/26/2019,1,2250089,10098739,1,1
534462,1/26/2019,2,2250089,110441,1,1
534463,1/26/2019,1,2250091,110441,1,1
534463,1/26/2019,2,2250091,1029069,1,1
534463,1/26/2019,3,2250091,10106111,1,1
534463,1/26/2019,4,2250091,10106230,1,1
534464,1/26/2019,1,2251768,10098739,2,2
534464,1/26/2019,2,2251768,110441,2,2
534464,1/26/2019,3,2251768,1029071,1,1
534465,1/26/2019,1,2247544,10098739,3,3
534465,1/26/2019,2,2247544,10106111,1,1
534466,1/26/2019,1,2252857,10098739,2,2
534466,1/26/2019,2,2252857,110441,2,2
534466,1/26/2019,3,2252857,10137990,1,1
534466,1/26/2019,4,2252857,10106230,1,1
534466,1/26/2019,5,2252857,10137993,1,1
534467,1/26/2019,1,2252858,110441,1,1
534468,1/26/2019,1,2270127,10098739,2,2
534468,1/26/2019,2,2270127,10137993,1,1
534469,1/26/2019,1,2252869,1029071,1,1
534470,1/26/2019,1,2252864,10106230,1,1
534471,1/26/2019,1,2264626,10098739,4,4
534471,1/26/2019,2,2264626,110441,1,1
534471,1/26/2019,3,2264626,1029071,1,1
534471,1/26/2019,4,2264626,10106230,1,1
534471,1/26/2019,5,2264626,10137993,1,1
534472,1/26/2019,1,2264627,10098739,1,1
534472,1/26/2019,2,2264627,110441,1,1
534473,1/26/2019,1,2269696,1040726,1,1
534474,1/26/2019,1,2269726,10098739,4,4
534474,1/26/2019,2,2269726,110441,1,1
534474,1/26/2019,3,2269726,10137990,1,1
534474,1/26/2019,4,2269726,10106230,1,1
534474,1/26/2019,5,2269726,10137993,1,1
534475,1/26/2019,1,2269739,10098739,7,7
534475,1/26/2019,2,2269739,110441,2,2
534476,1/26/2019,1,2270060,10098739,5,5
534476,1/26/2019,2,2270060,110441,4,4
534477,1/26/2019,1,43824070,10137990,1,1
534478,1/26/2019,1,2269728,10098739,1,1
534478,1/26/2019,2,2269728,1033341,1,1
534478,1/26/2019,3,2269728,1040725,1,1
534478,1/26/2019,4,2269728,10137990,1,1
534479,1/26/2019,1,43823852,10098739,2,2
534479,1/26/2019,2,43823852,110441,2,2
534479,1/26/2019,3,43823852,10137990,1,1
534480,1/26/2019,1,2269695,110441,1,1
534481,1/26/2019,1,2037004,10098739,7,7
534481,1/26/2019,2,2037004,1040827,1,1
534481,1/26/2019,3,2037004,110441,3,3
534481,1/26/2019,4,2037004,1040726,1,1
534481,1/26/2019,5,2037004,10106230,1,1
534482,1/26/2019,1,43824384,110441,1,1
534482,1/26/2019,2,43824384,10106230,1,1
534483,1/26/2019,1,43824398,110441,2,2
534484,1/26/2019,1,43823567,10098739,2,2
534485,1/26/2019,1,2269721,10098739,3,3
534485,1/26/2019,2,2269721,1029071,1,1
534486,1/26/2019,1,43823571,10098739,2,2
534486,1/26/2019,2,43823571,1040726,1,1
534486,1/26/2019,3,43823571,10137993,1,1
534487,1/26/2019,1,2270059,10098739,4,4
534487,1/26/2019,2,2270059,10137993,1,1
534488,1/26/2019,1,43823738,10098739,2,2
534488,1/26/2019,2,43823738,110441,2,2
534488,1/26/2019,3,43823738,1029071,1,1
534488,1/26/2019,4,43823738,10137990,1,1
534489,1/26/2019,1,43823597,10098739,2,2
534489,1/26/2019,2,43823597,110441,2,2
534490,1/26/2019,1,43823864,10098739,1,1
534490,1/26/2019,2,43823864,1040726,1,1
534491,1/26/2019,1,43824030,1033341,1,1
534491,1/26/2019,2,43824030,110441,3,3
534492,1/26/2019,1,43823994,10098739,1,1
534493,1/26/2019,1,2270063,10098739,2,2
534494,1/26/2019,1,43824108,10098739,3,3
534495,1/26/2019,1,43824168,110441,1,1
534496,1/26/2019,1,43824170,10106230,1,1
534497,1/26/2019,1,43823599,10098739,3,3
534497,1/26/2019,2,43823599,110441,2,2
534498,1/26/2019,1,43824515,10098739,5,5
534498,1/26/2019,2,43824515,10137993,1,1
534499,1/26/2019,1,43824519,10098739,2,2
534499,1/26/2019,2,43824519,10137993,1,1
534500,1/26/2019,1,43824613,10137993,1,1
534501,1/26/2019,1,43823589,10098739,4,4
534501,1/26/2019,2,43823589,110441,2,2
534502,1/26/2019,1,1255588,10098739,4,4
534502,1/26/2019,2,1255588,110441,1,1
534502,1/26/2019,3,1255588,1029069,1,1
534502,1/26/2019,4,1255588,1029071,1,1
534502,1/26/2019,5,1255588,10106111,1,1
534502,1/26/2019,6,1255588,10106230,1,1
534502,1/26/2019,7,1255588,10137993,1,1
534503,1/26/2019,1,1353112,10098739,3,3
534503,1/26/2019,2,1353112,110441,3,3
534503,1/26/2019,3,1353112,10106111,1,1
534503,1/26/2019,4,1353112,10137990,1,1
534503,1/26/2019,5,1353112,10106230,1,1
534503,1/26/2019,6,1353112,10137993,1,1
534504,1/26/2019,1,1442207,110441,1,1
534504,1/26/2019,2,1442207,1029070,1,1
534504,1/26/2019,3,1442207,10137990,1,1
534505,1/26/2019,1,1476247,110441,3,3
534505,1/26/2019,2,1476247,1029071,1,1
534506,1/26/2019,1,1604097,110441,1,1
534507,1/26/2019,1,1466853,110441,1,1
534508,1/26/2019,1,1551061,10098739,2,2
534508,1/26/2019,2,1551061,1029071,1,1
534508,1/26/2019,3,1551061,10137990,1,1
534509,1/26/2019,1,1876882,10098739,1,1
534510,1/26/2019,1,1700677,110441,1,1
534510,1/26/2019,2,1700677,10137993,1,1
534511,1/26/2019,1,1653134,110441,1,1
534512,1/26/2019,1,1589116,1029071,1,1
534512,1/26/2019,2,1589116,1040725,1,1
534513,1/26/2019,1,1605165,10098739,1,1
534513,1/26/2019,2,1605165,110441,1,1
534513,1/26/2019,3,1605165,10106230,1,1
534514,1/26/2019,1,1727417,1033341,1,1
534514,1/26/2019,2,1727417,110441,2,2
534514,1/26/2019,3,1727417,1029069,1,1
534514,1/26/2019,4,1727417,10106230,1,1
534515,1/26/2019,1,1653099,10098739,2,2
534515,1/26/2019,2,1653099,110441,1,1
534516,1/26/2019,1,1843928,110441,1,1
534517,1/26/2019,1,1781684,110441,1,1
534517,1/26/2019,2,1781684,10106230,1,1
534518,1/26/2019,1,1700308,1029071,1,1
534518,1/26/2019,2,1700308,10106230,1,1
534519,1/26/2019,1,1781738,110441,2,2
534519,1/26/2019,2,1781738,10106111,1,1
534520,1/26/2019,1,1832951,110441,1,1
534521,1/26/2019,1,1876890,110441,2,2
534521,1/26/2019,2,1876890,10137993,1,1
534522,1/26/2019,1,1967163,110441,1,1
534522,1/26/2019,2,1967163,10137990,1,1
534523,1/26/2019,1,1857833,10098739,2,2
534523,1/26/2019,2,1857833,1040827,1,1
534523,1/26/2019,3,1857833,110441,1,1
534524,1/26/2019,1,1876884,1029071,1,1
534525,1/26/2019,1,1876885,110441,1,1
534526,1/26/2019,1,1957148,110441,2,2
534526,1/26/2019,2,1957148,10137990,1,1
534527,1/26/2019,1,1889874,110441,1,1
534528,1/26/2019,1,1968013,10098739,3,3
534528,1/26/2019,2,1968013,110441,1,1
534528,1/26/2019,3,1968013,10137993,1,1
534529,1/26/2019,1,1996063,10098739,7,7
534529,1/26/2019,2,1996063,110441,2,2
534529,1/26/2019,3,1996063,1040726,1,1
534530,1/26/2019,1,1953384,10098739,1,1
534531,1/26/2019,1,2027378,110441,1,1
534531,1/26/2019,2,2027378,10137990,1,1
534531,1/26/2019,3,2027378,10106230,1,1
534532,1/26/2019,1,2028255,10098739,1,1
534533,1/26/2019,1,2027427,10098739,2,2
534534,1/26/2019,1,2169508,10106111,1,1
534534,1/26/2019,2,2169508,10137990,1,1
534535,1/26/2019,1,2244992,110441,1,1
534535,1/26/2019,2,2244992,10137990,1,1
534535,1/26/2019,3,2244992,10106230,1,1
534535,1/26/2019,4,2244992,10137993,1,1
534536,1/26/2019,1,2027434,10098739,3,3
534537,1/26/2019,1,2016291,10098739,7,7
534537,1/26/2019,2,2016291,110441,2,2
534538,1/26/2019,1,2017226,10098739,2,2
534538,1/26/2019,2,2017226,10137990,1,1
534539,1/26/2019,1,2017228,110441,2,2
534539,1/26/2019,2,2017228,10137993,1,1
534540,1/26/2019,1,2017224,110441,1,1
534541,1/26/2019,1,2016297,10098739,5,5
534541,1/26/2019,2,2016297,110441,3,3
534542,1/26/2019,1,2017466,10098739,5,5
534543,1/26/2019,1,2015638,10106111,1,1
534544,1/26/2019,1,1255160,1029071,1,1
534544,1/26/2019,2,1255160,1040726,1,1
534544,1/26/2019,3,1255160,10137990,1,1
534544,1/26/2019,4,1255160,10106230,1,1
534545,1/26/2019,1,1255213,10098739,1,1
534545,1/26/2019,2,1255213,10137990,1,1
534546,1/26/2019,1,1569915,10098739,2,2
534546,1/26/2019,2,1569915,110441,2,2
534546,1/26/2019,3,1569915,1040725,1,1
534546,1/26/2019,4,1569915,10106230,1,1
534547,1/26/2019,1,1255215,10137990,1,1
534548,1/26/2019,1,1255212,10098739,1,1
534548,1/26/2019,2,1255212,1040827,1,1
534549,1/26/2019,1,1255210,10098739,2,2
534549,1/26/2019,2,1255210,110441,2,2
534549,1/26/2019,3,1255210,10137993,1,1
534550,1/26/2019,1,1265382,10098739,1,1
534550,1/26/2019,2,1265382,1033341,1,1
534550,1/26/2019,3,1265382,10106230,1,1
534551,1/26/2019,1,1255214,10098739,2,2
534551,1/26/2019,2,1255214,110441,2,2
534551,1/26/2019,3,1255214,1029070,1,1
534551,1/26/2019,4,1255214,1029071,1,1
534551,1/26/2019,5,1255214,10137990,1,1
534551,1/26/2019,6,1255214,10137993,1,1
534552,1/26/2019,1,1255211,10098739,2,2
534552,1/26/2019,2,1255211,110441,2,2
534553,1/26/2019,1,43823640,10098739,1,1
534554,1/26/2019,1,1255589,10135138,1,1
534554,1/26/2019,2,1255589,1041106,2,2
534555,1/26/2019,1,1255591,10135132,1,1
534555,1/26/2019,2,1255591,1040765,4,4
534555,1/26/2019,3,1255591,1040774,2,2
534555,1/26/2019,4,1255591,1040776,1,1
534555,1/26/2019,5,1255591,10135359,1,1
534555,1/26/2019,6,1255591,1041106,1,1
534555,1/26/2019,7,1255591,1041105,1,1
534555,1/26/2019,8,1255591,1041107,1,1
534556,1/26/2019,1,1255584,1039305,1,1
534556,1/26/2019,2,1255584,1040774,2,2
534556,1/26/2019,3,1255584,1041106,2,2
534556,1/26/2019,4,1255584,1041108,1,1
534557,1/26/2019,1,1255583,1038324,1,1
534557,1/26/2019,2,1255583,1040765,2,2
534557,1/26/2019,3,1255583,1040774,1,1
534557,1/26/2019,4,1255583,10135138,1,1
534557,1/26/2019,5,1255583,1041108,1,1
534557,1/26/2019,6,1255583,1041105,1,1
534558,1/26/2019,1,1255592,1040765,2,2
534558,1/26/2019,2,1255592,1040774,2,2
534558,1/26/2019,3,1255592,1041106,2,2
534558,1/26/2019,4,1255592,1041108,1,1
534558,1/26/2019,5,1255592,1041107,1,1
534559,1/26/2019,1,1255579,1040765,1,1
534560,1/26/2019,1,1255578,1038323,1,1
534561,1/26/2019,1,1255581,1040765,2,2
534561,1/26/2019,2,1255581,1040774,2,2
534562,1/26/2019,1,1255586,10135132,1,1
534562,1/26/2019,2,1255586,1040774,1,1
534563,1/26/2019,1,1255575,10135131,1,1
534563,1/26/2019,2,1255575,1040765,1,1
534563,1/26/2019,3,1255575,1040774,1,1
534563,1/26/2019,4,1255575,1040776,1,1
534564,1/26/2019,1,1255576,1039308,1,1
534564,1/26/2019,2,1255576,1040774,2,2
534564,1/26/2019,3,1255576,1040776,1,1
534564,1/26/2019,4,1255576,10135138,1,1
534564,1/26/2019,5,1255576,1041106,2,2
534565,1/26/2019,1,1255590,1040774,1,1
534565,1/26/2019,2,1255590,10135359,1,1
534565,1/26/2019,3,1255590,1041106,2,2
534565,1/26/2019,4,1255590,1041105,1,1
534566,1/26/2019,1,1607998,1038323,1,1
534566,1/26/2019,2,1607998,1040765,2,2
534566,1/26/2019,3,1607998,1040774,1,1
534566,1/26/2019,4,1607998,1041105,1,1
534567,1/26/2019,1,1255582,1038323,1,1
534567,1/26/2019,2,1255582,1040776,1,1
534568,1/26/2019,1,1255580,1039308,1,1
534568,1/26/2019,2,1255580,1040774,1,1
534569,1/26/2019,1,1347653,1038323,1,1
534569,1/26/2019,2,1347653,1041108,1,1
534569,1/26/2019,3,1347653,1041105,1,1
534569,1/26/2019,4,1347653,10131275,1,1
534570,1/26/2019,1,1255574,1038323,1,1
534570,1/26/2019,2,1255574,1040774,2,2
